id,f1_getrunken,f1_gekauft,f1_weder_noch,f2_grund_nichtkauf,f3_discounter,f3_supermarkt,f3_kaufhaus,f3_getraenkemarkt,f3_kiosk,f3_sonstige,f4_konsumhaeufigkeit,n5_flaschenzahl_splitAB,f5_flaschenzahl_025_AB,f5_flaschenzahl_033_AB,f5_flaschenzahl_050_AB,f5_flaschenzahl_075_AB,f5_flaschenzahl_100_AB,f5_flaschenzahl_150_AB,f6_gebindeart,f7_umweltschutz_mehrweg,f7_muell_einweg,f7_muellbergreduz_mehrweg,f8_info_beimKauf,f8_info_papierwerbung,f8_info_website_LEH,f8_info_website_marken,f8_info_werbespots,f8_info_zeitschriften,f8_info_empfehlung,f8_info_sonstiges,f9_konsum_mahlzeiten,f9_konsum_party,f9_konsum_abends,f9_konsum_sport,f9_konsum_zwischendurch,f9_Konsum_sonstiges,f10_kauf_einkaufzettel,f10_kauf_spontan,f10_kauf_party_pflicht,f10_kauf_weiterempfehlung,f11_assoziation_offen,n11_assoziation_fanta,n11_assoziation_erfrischung,n11_assoziation_sommer,n11_assoziation_sonne,n11_assoziation_suess,n11_assoziation_kuenstlich,n11_assoziation_fruchtig,n11_assoziation_ungesund,n11_assoziation_zuckerhaltig,n11_assozition_orange,n11_assoziation_party,n11_assoziation_mixgetraenk,n11_assoziation_urlaub,n11_assotiation_kindheit,n11_assoziation_sonstige,f12_assozi_erfrischung,f12_assozi_abwechselung,f12_assozi_freizeit,f12_assozi_sommer,f12_assozi_urlaub,f12_assozi_zuckerhaltig,f12_assozi_durst,f12_assozi_party,f12_assozi_sonne,f12_assozi_fruchtig,f12_assozi_sport,f12_assozi_lecker,f12_assozi_spass,f12_assozi_cool,f12_assozi_sonstige,n13_weiterempfehlung_splitAB,f13_weiterempfehlung_NPS_AB,f14_grund_weiterempfehlung_NPS,f15_markennennung_spontan,n15_fanta,n15_sinalco,n15_fritz,n15_mirinda,n15_orangina,n15_bionade,n15_vio,n15_discounter,n15_sonstige_marken,f16_konsum_fanta,f16_konsum_river,f16_konsum_deit,f16_konsum_vilsa,f16_konsum_mirinda,f16_konsum_sinalco,f16_konsum_adelholzener,f16_konsum_orangina,f16_konsum_fritz,f16_konsum_now_sunny,f16_konsum_bluna,f16_konsum_schweppes,f16_konsum_herman,f16_konsum_vio,f16_konsum_sonstige,f17_lieblingsmarke,f17_lieblingsmarke_sonstige,f18_preisoffen_A_fanta,f18_preisoffen_A_fritz,f18_preisoffen_A_vio,f19_preisspanne_B_fanta,f19_preisspanne_B_fritz,f19_preisspanne_B_vio,n20_fanta_splitAB,f20_fanta_AB,n20_fritz_splitAB,f20_fritz_AB,n20_vio_splitAB,f20_vio_AB,f21_preis_guter_deal_fanta_A,f22_preis_zu_teuer_fanta_A,f23_preis_teuer_ok_fanta_A,f24_preis_zu_günstig_fanta_A,f21_preis_guter_deal_fritz_B,f22_preis_zu_teuer_fritz_B,f23_preis_teuer_ok_fritz_B,f24_preis_zu_günstig_fritz_B,f25_auf_party_wichtig,f25_beim_essen_ueblich,f25_zum_mixen,f26_vielfalt_inspirierend,f26_kleine_marken_gut,f26_markentreu,f26_verkostung_beliebt,f26_werbung_animierend,f26_besonders_probieren,f26_LM_innovator,f26_gern_ausprobieren,f27_geschmack_fruchtig,f27_aesthetisch_Flaschen,f27_guenstiger_preis,f27_natuerlich_zutaten,f27_geringer_zuckergehalt,f27_hoher_fruchtgehalt,f27_beliebt_kinder,f27_bioprodukt,f27_leicht_oeffnen,f27_nostalgie,f27_wiederverschliessbar,f27_umweltfreundliche_produktion,n28_Eigenschaften_splitAB,f28_fruchtanteil_AB,f28_qualitaet_AB,f28_vertrauen_AB,f28_regio_global_AB,f28_modern_traditionell_AB,f28_aufdringlich_dezent_AB,f28_preis_AB,f28_passen_produkt_AB,f28_cool_AB,f29_geschmack_river_orange,f29_geschmack_fanta,f29_geschmack_fritz,f29_geschmack_hermannsbrause,f29_geschmack_vio,f29_geschmack_orangina,f29_preis_river_orange,f29_preis_fanta,f29_preis_fritz,f29_preis_hermannsbrause,f29_preis_vio,f29_preis_orangina,f29_natürlich_river_orange,f29_natürlich_fanta,f29_natürlich_fritz,f29_natürlich_hermannsbrause,f29_natürlich_vio,f29_natürlich_orangina,f29_vielfalt_river_orange,f29_vielfalt_fanta,f29_vielfalt_fritz,f29_vielfalt_hermannsbrause,f29_vielfalt_vio,f29_vielfalt_orangina,f29_verpack_river_orange,f29_verpack_fanta,f29_verpack_fritz,f29_verpack_hermannsbrause,f29_verpack_vio,f29_verpack_orangina,f29_zucker_river_orange,f29_zucker_fanta,f29_zucker_fritz,f29_zucker_hermannsbrause,f29_zucker_vio,f29_zucker_orangina,f29_umwelt_river_orange,f29_umwelt_fanta,f29_umwelt_fritz,f29_umwelt_hermannsbrause,f29_umwelt_vio,f29_umwelt_orangina,f30_PET_Dose_leicht_A,f30_PET_Dose_praktisch_A,f30_PET_Dose_modern_A,f30_PET_Dose_umweltfreundlich_A,f30_PET_Dose_mitnahme_A,f30_PET_Dose_besuch_A,f30_PET_Dose_sport_A,f31_farbe_transparent_B,f31_farbe_braun_B,f31_farbe_gruen_B,f31b_farbe_egal_B,f32_verschluss_leicht_zu_oeffnen_A,f32_verschluss_modern_A,f32_verschluss_umweltfreundlich_A,f32_verschluss_verletzungsgefahr_A,f32_verschluss_hochpreisig_A,f32_verschluss_leicht_zu_oeffnen_B,f32_verschluss_modern_B,f32_verschluss_umweltfreundlich_B,f32_verletzungsgefahr_B,f32_verschluss_hochpreisig_B,f33_klassische_marken,f33_preisguenstige_marken,f33_hochpreisig_inhaltsstoffe,f33_preis_teils_teils,f33_trendmarken,f33_gefuehl_urlaub,f33_durstloescher,f34_0_zucker,f34_100_geschmack,f34_ohne_konservierungsstoffe,f34_natuerlich_mineralwasser,f34_ohne_kunstfarbstoffe,f34_zuckerfrei,f34_vitamin_e,f34_fruchtanteil,f34_geschuettelt,f34_bio,n35_siegel_splitAB,f35_siegel_produktwertigkeit_AB,f35_siegel_vertrauen_AB,f35_siegel_regionalitaet_AB,f35_siegel_modern_traditionell_AB,f35_siegel_kontrolle_AB,f35_siegel_aufdringlich_dezent_AB,f35_siegel_aussehen_AB,f36_zufallswahl_choiceset,n36_choiceset_antwort,f36_choiceset_1,f36_choiceset_2,f36_choiceset_3,f36_choiceset_4,f36_choiceset_5,f36_choiceset_6,f37_zufallswahl_choiceset,n37_choiceset_antwort,f37_choiceset_1,f37_choiceset_2,f37_choiceset_3,f37_choiceset_4,f37_choiceset_5,f37_choiceset_6,f38_fastfood,f38_preisbereit_qualitaet,f38_gut_essen_restaurant,f38_gedanken_ernaehrung,f38_hausmannskost,f38_ueberschaetzung_ernaehrung,f38_herkunft_egal,f39_geburtsjahr,f40_schulabschluss,f40_schulabschluss_sonstige,f41_erwerbstaetig,f42_berufsstellung,f43_markenprodukte,f43_eigenmarken,f43_marken_gleich_gut,f43_preisvergleich,f43_preis_kleinere_produkte,f43_bestmoeglicher_preis,f43_hoher_preis_gleich_qualitativ,f43_qualitaet_zahlungsbereit,f43_preis_indikator_qualitaet,f43_hochpreis_topqualitaet,f44_studiengang,f44_sonstiger_studiengang,f45_semester,f46_LM_allergie,f46_LM_allergie_welche,f47_diaet,f47_diaet_sonstiges,f48_haushaltsgröße,n48_haushaltsgröße,f49_kinder_unter_12,f50_wohnlage,f51_plz,f52_hh_einkommen,f53_geschlecht,jahr,FAC1_3_qualitaet,FAC2_3_inno,FAC3_3_geschmack,FAC4_3_preis,FAC5_3_frische,FAC6_3_partymix,FAC7_3_mehrweg,FAC8_3_haendling,FAC9_3_kinder,CLU4_1,CLU3_1
3,1,1,0, ,0,1,0,0,0, ,2,2, , , , ,3, ,5,0,-1,1,1,0,0,0,0,0,0, ,0,1,1,0,0, ,-1,1,1,-1,fanta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0, ,2,4,Bekanntheit,Fanta,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0, ,1, , , , ,2,3,3,2,5,2,6,2,4, , , , ,.8,1,.95,.6,1,-2,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-2,-1,-1,1,-1,2,-1,2,2,-1,-2,0,1,1,0,2,4,10,8,8,1,10,6,4,3,1,10,1,7,10,6,8,7,2,10,6,2,9,5,3,7,8,1,9,6,0,3,6,1,10,6,0,3,6,5,9,6, , , , , , , ,1,-1,1,0, , , , , ,2,2,2,2,-1,2,-1,0,-1,-2,-1,-1,-1,-1,-1,1,1,0,-1,1,-1,-2,2,2,1,-1,1,-1,-1,0,3,1, , ,1, , , ,6,1,1, , , , , ,0,-1,1,0,1,-1,-1,1992,4, , , ,-1,-1,1,-2,-1,-1,0,-1,0,1,1, ,1,0, ,0, ,3,3,0,2,49090,1,1,1,.0798926484426981,-1.06688902141327,-1.75189639640312,-2.22922968897598,-.306023524873696,-.556354089192065,-.423899511311555,.539344591429221,-.857019641091484,1,1
4,1,0,0, , , , , , , ,3,1, , , , , , ,5,2,-1,1,1,0,0,0,0,0,0, ,1,1,1,0,1, ,-1,1,2,-1,Fanta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0, ,1,5,"Für den Fall, dass mir die Limonade schmecken würde, dann würde ich die empfehlen, wenn Fanta einer anderen Person nicht schmecken würde.","Fanta, Fritz-Limo, Sinalco, Freeway, Ja-Orangenlimonade,",1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0, , , ,.3,.6,0, , , ,1,1,1,7,1,1,.3,1,.6,.2, , , , ,2,-2,2,-1,0,1,1,0,1,0, ,1,0,1,-1,-1,0,0,0,-1,-1,2,1,1,0,1,1,1,1,-2,0,0,0,4,4,5,1,2,2,10,8,5,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,1,1,-2,1,1,1, , , , ,-2,-1,-1,1,1, , , , , ,-1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1, , , , , , , ,4,1, , , ,1, , ,4,1, , ,1, , , ,0,0,-2,0,1,-1,1,1988,4, ,3, ,-1,1,2,1,1,1,-1,-1,-1,0,2, ,1,0, ,4,Immer mal etwas Gemüse/Obst täglich,1,1,0,2,49545,0,1,1, , , , , , , , , , , 
5,1,0,0, , , , , , , ,1,2, , , , , , ,4,2,-2,1,1,0,0,0,1,0,0, ,0,1,1,0,0, ,-2,-1,0,-1,Fanta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0, ,2,3,Flaschendesign sieht alt ausIch trinke eher selten Orangenlimonade,FantaFritzDeitPepsiSinalcovio,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1, , , , , , ,4,4,5,2,7,2,6,2,4, , , , ,.6,1,.75,.2,0,-2,0,-1,0,1,-1,-1,0,-1,0,1,0,0,-1,-1,0,-2,-2,-1,-1,0,0,2,-2,-1,0,-2,0,2,0,1,0,1,4,6,3,7,5,10,8,5,7,1,5,0,2,4,1,5,4,0,5,6,2,5,2,0,2,7,3,5,6,0,0,1,0,5,1,0,1,7,3,7,3, , , , , , , ,1,-2,-1,0, , , , , ,1,2,-1,-1,-2,0,-1,-1,0,0,-2,-2,-1,0,-1,0,-1,-1,-2,-1,-1,-1,2,1,0,0,1,1,0,0,5,2, , , , ,2, ,1,2, , , , , ,2,-2,1,0,0,1,-1,-2,1993,4, ,3, ,1,0,0,0,-1,-1,0,1,0,0,3, ,2,0, ,0, ,2,2,0,2,49477,4,1,1,.285857215807498,-.290967292007472,-1.31577688369979,-1.38823372792796,-1.11282750175179,-.139042921036818,1.08520820664544,-.610964862894322,-.890227233794511,1,1
6,1,1,0, ,0,0,0,1,0, ,5,1, ,2, , , , ,5,1,0,1,1,0,0,0,0,0,1, ,0,0,1,0,1, ,-2,0,0,1,An ein Erfrischungsgetränk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0, ,1,10,Sehr guter Geschmack. Erfirschend und und nicht zu süß.,"Fritz-limo, Sinalco, Fanta.",1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0, ,5, ,1,1,1, , , ,1,9,1,10,1,8,1,1.5,1.2,.5, , , , ,0,-1,0,-2,2,1,-1,-1,0,1,2,1,0,0,2,0,1,-2,0,0,0,-2,1,1,1,1,1,0,0,-1,-1,1,1,1,1,9,3,9,7,10,4,4,8,3,5,2,0,8,3,8,4,10,10,9,8,5,8,0,4,8,5,7,7,1,0,4,2,4,2,1,5,8,6,10,5,-2,-2,-2,0,2,2,2, , , , ,-2,2,2,-2,1, , , , , ,-2,-2,1,-1,-2,0,0,2,1,0,0,1,2,0,0,0,2,1, , , , , , , ,4,2, , , ,2, , ,1,2, , , , , ,2,0,1,0,0,0,-1,0,1995,4, ,3, ,1,0,0,1,0,0,1,1,1,2,2, ,1,0, ,0, ,1,1, ,3,49074,0,1,1,1.58763779283622,1.29580001904689,.607739295553219,-.245258309656395,.835606575890857,-.410943646586976,-1.14194441262477,-1.51711123983505,.135086712147082,2,2
7,1,1,0, ,0,1,0,1,0, ,5,1, , , , ,1,1,4,-1,-2,2,1,0,0,0,0,1,1, ,0,1,0,0,1, ,1,0,0,2,Erfrischung,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0, ,1,3,Aussehen spricht mich nicht anMarke unbekannt,Fanta Sinalco,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0, ,1, ,1,1,.5, , , ,1,9,1,4,1,1,.8,1.2,1,.5, , , , ,1,-1,2,-1,-1,1,-1,0,0,-1,-1,1,1,1,1,1,1,-1,-1,2,0,1,-1,1,2,0,0,1,2,-1,0,1,0,5,8,8,4,7,3,9,3,2,9,2,8,3,8,7,2,7,4,5,5,4,4,5,4,3,7,3,3,6,2,2,2,9,5,7,3,2,4,9,4,8,3,1,0,1,2,2,2,1, , , , ,1,1,-1,-2,1, , , , , ,1,0,0,0,-1,1,0,1,1,1,-1,1,1,-2,-1,-2,-1,1, , , , , , , ,1,1,1, , , , , ,2,1, , , , ,1, ,-1,0,-1,1,0,-1,0,1995,4, ,3, ,1,0,1,1,0,0,-1,-1,0,0,2, ,1,0, ,0, ,4,4,0,2,48429,0,1,1,-.608407627764411,-1.02257144291809,.551673772760686,-.193739412842397,1.06001928266038,.794668736317923,-.547590440195508,1.0395565456163,.186207379004259,3,2
8,0,0,1,häufig zu künstlich und zu süß, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"orange, süße , fanta, aroma, künstlich, sommer",1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Kindheit,2,0,schmeckt sehr künstlich zuckerhaltig,"fanta, fritz, pepsi, bionade, lemonade,",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0, , , , , , ,3,4,4,2,3,2,3,2,3, , , , ,.9,1.5,1,.5, , , , , , , , , , , , , , , , , , , , , , , ,2,-2,-2,-1,-2,1,2,-1,0,-1,3,3,4,4,4,4,7,7,0,0,0,7,0,0,0,6,0,0,0,7,7,0,0,0,0,0,7,7,7,0,0,0,0,0,7,0,0,0,6,6,6,0, , , , , , , ,1,1,1,-1, , , , , ,1,-1,-1,-1,-1, , , , , , , , , , , , , , , , , ,2,-1,-2,-2,1,-2,-2,-2,1,2,2, , , , , ,5,1, ,1, , , , ,-2,1,-2,1,1,0,2,1996,4, ,3, ,-1,-2,-1,1,1,1,0,-2,-1,0,2, ,1,0, ,1, ,4,4,0,1,49090,0,2,1, , , , , , , , , , , 
9,1,1,0, ,1,0,0,0,0, ,1,2, ,1, , , , ,2,2,-2,0,0,0,0,0,0,0,0,gar nicht,0,1,0,0,0, ,0,-2,2,-2,Zucker,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,Dickmacher,2,0,"Fanta braucht keine Empfehlung. Sie ist allseits bekannt. Zudem ist es eine Glasflasche, die auch noch grün ist.","Sinalco, Fritz, Fanta, Schweppes, ...",1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0, ,1, , , , ,3,3,3,2,1,2,2,2,2, , , , ,.6,1,.8,.4,2,-2,-2,-2,0,2,-2,-2,-2,-2,0,0,-2,1,2,2, ,-2,-2,-1,-2,1,-2,2,-2,0,-1,-2,-2,0,2,2,0,0,4,7,4,6,3,10,0,5,5,0,0,0,0,3,3,4,2,10,10,10,0,5,5,0,10,2,1,4,8,0,0,5,3,5,0,8,4,6,4,7,2, , , , , , , ,2,-2,-2,-2, , , , , ,2,2,2,-2,-1,2,-2,-2,-2,1,0,-2,2,-2,-2,-2,2,2,-2,-2,-2,-2,2,0,0,1,0,0,0,0,6,1, , , , , ,1,6,1,1, , , , , ,-2,2,-2,2,0,0,-2,1991,4, ,3, ,0,-2,0,2,2,2,-2,-2,-2,-2,2, ,1,0, ,4,LowCarb,2,2,0,3,48282,4,1,1, , , , , , , , , , , 
10,1,0,0, , , , , , , ,2,2, , , , , , ,4,2, , ,1,0,0,0,1,0,0, ,0,1,1,0,0, ,1,-1,0,1,Fanta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0, ,2,5,"Die Fanta ist schon weit bekannt, so gehe ich davon aus, dass meine Freunde/Bekannte dieses Produkt schon kennen.","Fanta, Vio, Fritz",1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1, , , , , , ,4,6,6,2,10,2,4,2,4, , , , ,1,1,.8,.5,1,-1,-1,-1,1,1,0,1,0,0,0,1,1,1,-1,0,0,-2,-1,0,0,0,1,2,-2,-1,0,-2,-2,-1,-2,1,1,3,4,5,5,1,2,10,7,3,1,1,8,0,0,5,3,5,2,0,9,5,5,4,4,0,8,0,3,2,0,0,0,3,3,2,0,0,0,8,5,5,2, , , , , , , ,-1,1,1,0, , , , , ,1,1,-2,-1,-2,1,1,1,0,0,1,0,1,1,1,1,1,1,-1,0,-2,-2,2,1,1,0,1,1,0,0,6,1, , , , , ,1,6,1,1, , , , , ,-1,1,0,1,0,2,-1,1995,4, ,3, ,1,-2,-1,1,0,1,-1,0,0,-1,2, ,1,0, ,4,low carb,4,4,0,2,49477,0,1,1, , , , , , , , , , , 
11,1,0,0, , , , , , , ,1,1, , , , , , ,2,1,-1,1,1,0,0,0,0,0,0, ,0,1,0,0,0, ,2,-1,2,0,An die Marke Fanta.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0, ,1,6,Der Preis ist der Hauptgrund. Laut meinem Wissen ist der Preis für die Orangenlimonade teurer als für andere Orangenlimonaden.,FantaSinalcoMirindaVoelkel,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0, , , ,1.95,2.5,2.75, , , ,1,10,1,5,1,6,.9,2,1.95,.65, , , , ,2,-2,2,-1,0,1,1,1,1,2,2,1,2,1,1,1,1,-2,0,1,-1,2,1,1,1,1,1,2,-1,1,2,2,0,2,7,6,5,6,5,10,7,5,5,4,8,1,3,4,3,4,3,2,2,3,3,3,3,0,7,6,4,6,2,1,2,3,3,4,2,2,3,4,4,5,3,2,2,0,2,0,2,2, , , , ,-1,1,1,-2,2, , , , , ,2,0,1,-1,1,2,-1,1,1,1,0,2,0,0,-1,-1,0,1, , , , , , , ,2,1, ,1, , , , ,4,1, , ,1, , , ,-1,1,0,1,0,-1,0,1994,4, ,3, ,1,-1,0,2,1,2,-1,-1,-1,-1,2, ,1,0, ,0, ,2,2,0,3,49074,0,2,1,-.941582176622135,1.39771843604425,.197324594431337,1.33339172045199,.461399775435305,1.35959936710891,.00397793013687592,1.17572847116368,-.799400239919895,3,2
12,1,0,0, , , , , , , ,4,1, , , , , , ,4,1, ,2,1,0,0,0,1,0,0, ,1,1,0,0,1, ,-2,-1,0,-1,Zucker und künstliche Aromen,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ungesund,1,3,ich würde es vergessen die limo weiterzuempfehlen,"Fanta, fritz-limo, bionade, dieat, freeway, river,",1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1, , , ,.5,.6,.7, , , ,1,2,1,4,1,8,.5,.8,.7,.4, , , , ,0,-2,-2,-1,0,2,2,-1,1,-1,2,2,0,-2,2,2,2,-2,-2,-2,0,1,1,1,0,0,1,0,1,-1,1,2,2,1,3,2,2,1,6,10,6,3,2,1,1,0,0,3,1,9,5,3,4,7,2,4,3,0,2,2,3,7,4,0,0,0,0,0,0,1,1,3,2,5,1,-2,2,2,2,0,2,2, , , , ,-1,2,1,-1,2, , , , , ,-2,0,0,0,-2,-2,-2,1,2,1,1,2,0,0,1,-2,1,1, , , , , , , ,5,3, , , , ,3, ,2,3, , , , ,3, ,-2,0,-2,2,0,2,-1,1993,4, ,3, ,0,-2,-1,1,0,0,-1,-1,-2,0,2, ,1,0, ,4,lowcarb,3,3,0,1,32139,0,1,1, , , , , , , , , , , 
